Retinitis Pigmentosa RP stem cells, gene therapy. HI I had been diagnosed with Retinitis Pigmentosa RP at the age of 12. I am now 27 years of age. I live in [LOCATION], [LOCATION] and I am willing to travel. In the last 2 years my eyes has deteriorated quite dramatically. My central vision is good, colour and clarity is also good. My visual acuity is approx 20/80. My visual field is approx 45 degrees. My peripheral vision has began to deteriorate and my night vision is poor. I am in middle stages of RP however I am still capable of getting through my day to day activities. I have been searching on the Internet and came across your website. I am interested in any treatments or clinical trials in stem cells, gene therapy or any other treatments you may recommend I look forward to your response and any information you may be able to give. Kind Regards, [NAME]	What are the treatments for retinitis pigmentosa?
SUBJECT: pulmonary tuberchlosis. MESSAGE: respected sir/madam, i takeing treatment of pulmonary tuberchlosis past two years now it is in 2nd stage. there is no change in my x-ray report they show constant figure. my sputum report is negative hiv test also negative in ultra sound show some fluid (water) but it shows constant. what shall i do for clear the remaining fluids.	 What are the treatments for lung fluid retention after two years of anti-tuberculosis treatment?
SUBJECT: Psoriasis for past 7-8 years. MESSAGE: I had psoriasis on my scalp for nearly 10 years. Please give suggestions and medications.	What are the treatments for psoriasis?
SUBJECT: PROBLEM OF POLYUREA. MESSAGE: RESPECTED MEDICAL TEAM ,MEDLINEPLUS I AM A pharmacist by profession and here I WANT TO GET SOME INFORMATIONS/ SUGGETIONS REGARDING THE ABOVE MENTIONED SUBJECT. THE CASE HISTORY IS THAT A  FEMALE AGED PATIENT OF 65 YEARS OLD IS SUFFRING IN POLY UREA CONDITION.SHE IS NOT A PATIENT OF diabetes.SHE FACEING A PROBLEM OF EXCESSIVE URINE AT NIGHT TO GET UP.NO CGANGE IN THE COLOR CHANG/BLOOD IN URINE,BURNING FEVER,PAIN.NOT TAKING ANY DIRETICS. ALTOUGH SHE IS A HYPERTENSIVE PATIENT.gIVE ME SOME SUGETIONS TO TREAT SUCH CASE/TEST .REGARDS	What are the tests and treatments for polyuria?
SUBJECT: Feeling pain. MESSAGE: Dear all,  Last week I did operation of hammorhoide and day by day I am getting worse I mean not feeling well.although my anus is outside and not going in so kindly requesting you to furnish me the good idea in Order to prevent my pain.  Thanks	What are the treatments for pain after hemorrhoidectomy?
Dear Sir/Madam. I'm [NAME] from [LOCATION], I'm 35 years old ,. I'd like to ask you a Medical Question as I've got an optic nerve atrophy in my eye and i lost my vision since i was 8 years old , Now I've got one eye just ,. So please is there treatment for optic nerve atrophy !. Please see the attachment which is a Medical report from [LOCATION],. Best Wishes. [NAME]	What are the treatments for optic nerve atrophy?
SUBJECT: Muscle function loss of Left Arm. MESSAGE: Dear Doctor,  I am [NAME] from [LOCATION] ,first of all thank you very much for this article and its a great service.I am writing this email for my loving father ,He lost his left arm muscle because of nerve damage but he can access his finger .he cannot lift his hand without help of right hand.we already get consults from many doctors but there is no result found ,We are from village and poor family background ,i don't have much money to give good treatment for my father .so i request you please recommend a proper treatment for my father .this is my kind request to save my father . for more details required please feel free to contact me  my Email:-[CONTACT] My contact number :-[CONTACT]  With lot s of expectations,  [NAME]	What are the treatments for nerve damage in the arm?
SUBJECT: growth on the neck. MESSAGE: can drug remove growth on the neck? and in how many months?	What are the treatments for neck lumps or neck tumors?
MESSAGE: Hello, about 9 years ago I was poisoned and I didn't know what it was that was fed to me until a month ago. It was mercury and I'm losing my vision among other illnesses and don't know where to turn for help.	What are the treatments for mercury poisoning?
SUBJECT: male with breast. MESSAGE: I am a 51 year old male and I have enlarged breast. My mother told me that I have bird chest. I know that I don't have bird chest. My size is a 36 B. I have to wear oversized shirts. I would like to have them removed, but I don't have the money. I was abused because of my breast.  thank you for your time.	what are the treatments for gynecomastia?
SUBJECT: Abscess in lungs. MESSAGE: Is abscess in lungs curable?  My Dad has surgery and found 2 abscess in his lungs. After a week out of surgery room, he developed fluid. The doctor is telling us they can use the syringe to remove the fluid, nothing else can be done.   There is  a small bottle attached to his surgical area which is collecting liquid from infection.  Thank you for your reply. My dad is 84 yo.	What are the treatments for lung abscess?
SUBJECT: my HDL reports shows   29  .i  need your further suggession.. MESSAGE: I am 43 years male man.my HDL reports shows   29  .i  need your further suggestion.I seems very low .what i have to do its optimise,please	What are the treatments for low HDL cholesterol?
MESSAGE: I need help. I have been suffering  from loose of appetite for some times now  and i have done much to help the situation but no any improvement.Thefore i am pleading with you to kindly help me with this problem.If there is a medicine that can cure me please l et  me know. contact me through: [CONTACT] or [CONTACT]. Thank you.	What are the treatments for loss of appetite?
I have been suffering from lichen planus since last four years. Some time it reduces the red sign and sometime it increases  and I cannot take spicy food or hot food.. Could you please suggest the remedies. I had consulted the dermatologist also .He gave me some ointment named as clone taxol for applying towards the read area.. Awaiting your valuable advise I this behalf.. With kind regards.. Sent from my iPad	What are the treatments for lichen planus?
SUBJECT: Muscle soreness. MESSAGE: Not sure if I need to see my doctor. Hope you can advise one way or the other?MaleAge 62Good health, eat well and exercise regularly.I have muscle soreness in my legs I would associate with overuse. However, the soreness started approximately 6 weeks ago after over using quads/thighs while snow skiing and continues today. Takes a few minutes to get out of a chair or get out of bed but I continue to exercise as always; Pilaties, snow skiing, bike riding, long walks in hilly country, etc. Not debilitating but annoying. Stopped taking statins about a week ago but soreness continues. Unusual for me.Any thoughts?	Do I need to see a doctor for persistent exercise-related leg muscle pain?
SUBJECT: adema. MESSAGE: I have adema in my ankles/shins.  What can I do to lesson the severity of the adema ( I take bp meds w/ diaretic) ?	What are the treatments for leg edema?
SUBJECT: SEVERE leg cramps with Lupus. MESSAGE: My wife has Systemic Lupus and is already taking Potassium Chloride 20meg er 1QD and about 24-48 ounces of Gatoraid every day but still gets SEVERE leg cramps. What can she do to stop or help stop the cramps?	What are the treatments for leg cramps aside from potassium chloride and Gatoraid?
SUBJECT: Enquiry. MESSAGE: i have stone in my ureter. So can i eat eag. And what should i do for remove stone	What are the treatments for kidney stones?
SUBJECT: ball and socket joint. MESSAGE: sir, with due respect I would like to state that there is a pain in my ball and socket joint . I didn't feel and pain in normal or lower position as I up my hard there is a huge site of pain in my ball and socket joint. please prescribe a medicine for the cure .	What are the treatments for joint pain?
SUBJECT: meadicine for itiching. MESSAGE: my face is itiching too much. and iam using deetol soap ....... but not feeling well is there any medicine	What are the treatments for itchy skin?
ClinicalTrials.gov - Question - general information..  My fathers 85 and has severe hearing loss - he has tried hearing aids which at first helped but loss has become worst - has loss the hearing on one ear - hearing aids seem to cause him lots of pain. I now see that he now can't hear and is becoming isolated, which concerns me and makes me very sad and afraid he'll become very depress and not care. If you can't help us can you please direct me somewhere for help.. We live in the los angeles area. Thank you [NAME].  [CONTACT]	What are the treatments for hearing loss aside for hearing aids?
SUBJECT: Hair loss Information Required. MESSAGE: Can you provide something to help grow my hair back? I need my hair back as im the spitting double of Dr evil with no hair.	What are the treatments for hair loss?
SUBJECT: glossopharyngeal neuralgia. MESSAGE: how long would i take the medication. what is the success rate of surgery. can you tell me how much radiation method work and where is the treatment available in [LOCATION]	What are the treatments and their success rates for glossopharyngeal neuralgia?
SUBJECT: ClinicalTrials.gov - General Complaint. MESSAGE: Dear sir/ madam. I am a patient suffering from Friedreich's ataxia and i heard there was a medicine for it. In 2009 and since we are looking for the medicine kindly help on this and I have DNA report could You please help us on this as there are two people respective age 22 years and 24 years suffering from it. Looking for your help on this ASAP and please let us know when the medicine will be there in market and attaching two files for your reference	What are the treatments for friedreich's ataxia?
MESSAGE: to Anyone   What can one do if they have no feeling in there feet ? [NAME]	What are the treatment for sensory loss in legs?
SUBJECT: DailyMed Feedback. MESSAGE: sir, HELP ME OVERCOME INCESSANT FLATULENCE I am suffering from the above for a year now. Please help me have medical solutions. Thank you	What are the treatments for flatulance?
Fibrodysplasia Ossificans Progressiva. I just received a new patient at the age of 3 years old with the diagnosis Fibrodysplasia Ossificans Progressiva.  She has spent the last several months in [LOCATION] and has come back to this country for financial reasons.  I am one of two pediatricians in the county and the closest pediatric specialist are between 1.5 to 3 hours away.  I would like the specialists that are recommended for the condition and if OT or PT is helpful for the patient.	What are the treatments for fibrodysplasia ossificans progressiva, and how can I find physician(s) or hospital(s) who specialize in it?
Eye..  i do see black things what couse it? or likd a sand i my Eye? how can i get treatment?	What are the causes and treatments for eye floaters?
solve the erectio problem..  sir, some time my penis erect and some time it does not work . So please help me . My contect nomber is [CONTACT]	What are the treatments for erectile dysfunction?
errection problem..  I have errection problem,Iam 52 years old I get errection it looses when I go for intercoarse pl suggest me medicine	What are the treatments for erectile dysfunction?
SUBJECT: duchenne.. MESSAGE: My name is [NAME] from Morocco I am 27 years old. I have muscular dystrophy disease category duchenne. Are there any effective treatment for this disease	What are the treatments for duchenne muscular dystrophy?
SUBJECT: ClinicalTrials.gov - Question - general information. MESSAGE: SIR/MADAM. I READ DETAILS OF MY PROBLEM FROM INTERNET THAT'S WHY I AM GOING TO HAVE IN TOUCH WITH YOUR SITE. I AM HAVING A PROBLEM IN WALKING AND CAN NOT PUT MY FEET PROPERLY FOR WALKING MY LEFT LEG FINGER'S LAYED FIRST ON FLOOR . I JUST HAVING THIS PROBLEM FROM LAST FIVE YEARS JUST BECAUSE I HAD WITH AN ACCIDENT AND I GOT A  INJURY IN HEAD ALSO. I EVEN HAD PHYSIOTHERAPY FOR ALL AROUND THREE YEARS BUT STILL I AM FACING THIS PROBLEM. PLEASE HELP ME .	What are the treatments for difficulty in walking after head injury?
